stars,sentiment,review
5,positive,pramugari ramah ramah makan harga jangkau kursi lumayan kelas ekonomi wekwek
5,positive,pramugari sopan santun sedia bantu tumpang usia kenal lelah arah tumpang kurang kabin tas besarbesar
4,positive,pramugari cantik ramah jalan monitor tonton film music snack roti mineral headset beli jadwal terbang delay
5,positive,proses check in layan kagum harga terbang laku tumpang kelas
5,positive,puas layan terbang ontime benarbenar indonesia banget crew cabin nuansa crew cabin ramah
4,positive,pulang lombok jakarta take off ontime proses boarding harap ramah pramugaripramugarinya layan tumpang bagus excellent banget pokok entertainment lumayan hibur bawa earphone beli pramugari menu set makan lumayan layan depan
4,positive,pulang jakarta jadwal terbang singapore ontime berangkat apartmen untung hambat lintas shg changi pemberitahuan gate open untung proses check in cepat proses imigrasi lancar tumpang suruh untung duduk bangku kelas bisnis nyaman kaki selonjor awak kapal wanita ramah pandang jalan singkat roti putih menu makan lengkap soetta sesuai jadwalbatik oke
5,positive,putri usia senang gembira tunggu berangkat lounge main game nikmat makan saji
4,positive,recommended layan makan hibur mmbuat nyaman terbang free makan jugaaa
4,positive,review business class alam terbang enih check in kagak mo duduk mana blom sempet ngomong dah kasi ndere ma staffnya gak counter business class karpet merah ma biru bodo ajah bal lounge kagak nongkrong aja leler kayak pas boarding kagak business class kagak mo motong udah antri duluan ngikut antri rapopoh cabin business class cakep cabin kursi isi tv layar gede tulis maap ye hibur terbang kagak ade alias sedia tipi program gak ngaca ndere tipihnya jerawat kmaren dah sembuh mbak kasi hot towel edarin minum guava jus gakda pilih gak sampe menit dah nanya dah slesai bom mang mobil madam bakar ngisep aernya cepet balikin jus jambu kagak minum take off on time catet trus ain makan lg dateng mbak nanya momakan gak mak blg iyah kasi alas meja trus dbawain pilih nasi goreng nasi ma tempe ma sambel ma telor goreng stengah warung rumah ginian nama nasi kucing marebuan mak nasi ma tempe gak krupuk gak pisang ma kue coklat diplastikin kayak bronis bantet apel jus gak aer putih business class yak lom slese banget dah dateng lg nanya udah lom udah dah tar disuru nyuci piringnyah kalo lelet positif on time murah enoh business class verdict there is lot of room for improvement pa gak enoh kmaren masalah delay kabeh gak kompensasi mending on time kalo bisnis tepat nomor mo ekonomi bisnis first ato sayap kek slamet mahal telat moloo gak kabar overall mayanlah wkwk
4,positive,ruang duduk pada sarana hibur kabin bagus layan ramah referensi terbang
5,positive,ruang kaki jarak kursi lega hibur terbang bpn hlp hlp srg mesti diimprove lengkap menu makan siang asa roti hlpke srg diimprove jadwal bagus jam harga mahal
4,positive,ruang kaki lega kursi nyaman rute internasional rute domestik pribadi delay
4,positive,rute nonstop terbang tumpang via lombok jakarta oct pnr whymdp may pnr ntqrov muas nikmat pernerbangan thanks
5,positive,tugas bisnis jakarta terbang terbang pagi pagi jadwal on time layan bagus pilot terbang bagus darat goncangan keras sentuh landas
4,positive,antri tugas cekat buka antri kelas bisnis tugas ramah nyaman entertaint rusak tonton film
5,positive,pergi jajah indonesia alami didik tarik budaya makan atraksi beda peleset gelang kaki kanan luka parah bandara kursi roda staf ambil alih derita belas kasih rahmat percaya lupa tinggal bandara denpasar kru tawan bantu pulang delay layan hebat perhati menindaklanjuti sms maju salah saran coba
4,positive,butuh tiket dadak harga murah overall layan bagus
4,positive,undang acara malang pilih terbang pagi halim bogor pilih cocok jadwal layan lumayan bagus terbang on schedule
4,positive,pilih terbang jakarta jogjakarta pilih harga murah mahal dasar alam putus in flight movie ruang kaki lapang makan ringan
4,positive,takeoff ngurah rai dengar suara gesek kuat bagasi kabin koper geser tau ganggu getar kuat tutup kabin atas kepala rapi getar boeing er gres bepoperasi awat bagasi kabin kait jadi celaka ganggu asa cemas kuat percaya tumpang terbang nyaman armada terbang andal masyarakat negeri
5,positive,salah indonesia layan bagus snack kelas ekonomi makan lengkap kelas bisnis lengkap hibur layar monitor tayang filmfilm movie lagu videovideo tarik diupdate kala
4,positive,salah favorit harga terhjangkau layan oke bangga puas
5,positive,sambut tarik checkin duduk tepat suka ruang nyaman pramugari cantik ramahramah terbang nyaman enjoy tambah harga murah riah sukses
5,positive,terbang airjarak duduk dpn belakang luas nyaman snack nonton film main game pokok terbang keren tp kl saranharganya dimurahin yaaa
4,positive,muas harga jangkau layan ramah sopan perhati costumer berangkat
5,positive,senang terbang belakang persis jessica iskandar anak hehehe its lucky me
5,positive,senang jalan hibur mineral pilih teh kopi roti daging cake buah chicken nugget lumayan ganjal perut jalan jakarta kuala lumpur ruang kaki lega terima kasih mudah servicenya tingkat
4,positive,nyaman pesawat snack lumayan tugas helpfull terbang lambat
5,positive,nyaman layan ramah handung hangat membersikan tangan wajah welcome drink jus sayur nyaman tidur terbang malam
4,positive,nyaman ramah layan crewnya full hibur layar lcd pilih menu on time
4,positive,senang terbang nilai uang pendek bersih staf oke terbang singkat berangkat darat cepat turun senang raguragu
5,positive,senang terbang batiksaya kelas bisnis harga promotapi sukamakanan kelas bisnisitu terbangbisakah ganti ganti menu lainmakasih
4,positive,terbang kota tiket murah fasilitas destinasi layan jadi salah biaya murah
4,positive,sarap hibur terbang hibur bosan utama tepat kota tuju gembira terima kasih mudik senang
4,positive,sekian indonesia grup wings depan premium class sisi layan on time tdk delay video on demand hibur jalan
4,positive,group layan tepat atas standar leg room lega hibur canggih potong roti pramugari seksi ramah
4,positive,group segment banding delay kadang suka delay beda nyaman lengkap televisi overall oke banding
4,positive,suka terbang pagi on time sesuai schedule
5,positive,indikator tepat makan ratarata istimewa kanal hibur pilih
4,positive,satu airline direct flight manado alami cedera kaki berterimakasih staf darat sigap bantu kursi roda mana antri boarding gate catat sdh terbang stabil mana tirai tutup pramugari sibuk cengkerama sop
5,positive,habis pergi terbang terbang terkadang lambat menit pengaruh gratis tas cek
4,positive,milik pilih terbang sesuai rencana jalan alam hebat biaya rendah coba
4,positive,seringkali fasilitas entertainment in flight beda terbang nikmat in flight entertainment pilih variasi fasilitas layar sentuh minimal modern kursi bersih makan siang pilih pilih tingkat layan check in counter kelas ekonomi tuju makan antri counter
5,positive,halhal senang free cabin baggage kilo free bagasi makan minum inflight entertainment on time overall muas
4,positive,jakarta kesan suka terbang jakarta landing halim perdanakusuma mudah jangkau kota jakarta
4,positive,ajar berangkat pagi sesuai jadwal cepat lancar milik bagasi bawa tas tangan checkin jalan lancar
5,positive,pergi terbang chengdu bangkok pesawat bagus boeing kursi nyaman terbang terbang lepas landas darat delay pramugari cantik suka
5,positive,pergi airways pikir biaya rendah awat kejut salah terbang biaya rendah baik jalan checkin kabin staf bantu terbang bagus saran
5,positive,wisata karimun jawasaat kembali labuh tanjung mas pelni kelimutu lambat berangkat tp berangkat stngh smpai tanjung mas mlm pdhal flight smpai bandara boarding bantu tugas sana tunggu salute moga jaya udara
5,positive,pergi urus kerja plat merah bagi tiket sesuai jadwal kualanamo cengkareng harap flight guna pikir service kondisi komersial murah pasuk atmosfer beda sambut mbak cantik yag kebaya putih anggun kursi duduk kursi layar monitor koleksi film lengkap baru plat merah langgan hehehe senang tonton film pakai headset milik masingmasing suka belah siap headset bungkus plastik bayang plastik buang bungkus headset kejut serving meals menu gak kalah tarik pilih minum batas gelas plastik coba pakai gelas kertas keren landing cgk terminal jalan ambil bagasi mudah pindah terminal bagus jalan banget keep up the good work
4,positive,kaget terbang terbang wib gate buka tumpang umum wib terbang udara unik pasang umum keras suara terima kasih kerjasama tumpang terbang
4,positive,keluarga terbang on time staf ramah sedia makan minum anak suka pilih film suami suka main entertainment headsetnya pakai headset earphone
4,positive,keluarga nyaman ruang duduk luas suami bobot badan overweight milik kendala duduk saran harga tiket promo donk pergi tugas kantor libur
4,positive,semarang jakarta cuaca hujan delay jakarta malam
4,positive,keluarga rencana pulang keluarga kakak bawa mobil jawa timur berangkat jebak macet brebeswalaupun jawa timur kondisi anak kecilakhirnya putus pesawatkarena referensi murahmaka putus airwalaupun khawatir jugakarena kenal delaynyatetapi khawatir darat jalan mulus darat kasar alam anak usia nyaman
4,positive,dengar halhal buruk terbang negeri indonesia milik reputasi buruk cerdik delay staf kasar mitra jalan pulang pergi bal jakarta usaha jalan saran penuh jadwal anggar putus ambil sempat terbang internasional atur grup malindo baikbaik terbang jakarta lambat menit terbang utama terbang pesan siap dorong dorong seolaholah juang pasar lokal periode puncak siap ambil tangga labuh gerbang terminal izin tumpang kelas bisnis kelas ternak muat pintu terbang jakarta ruang kursi ruang kaki belah indonesia lebih berat badan muat kursi jaga paha tutup terusmenerus ruang kaki condong kanan ambil ruang mitra sempit untung terbang lumayanpenerbangan jakarta bal milik ruang kaki untung milik baris ruang hilang rebah kursi terbang alam keduanyakami milik bagasi masingmasing terbang barang kemas keluarga temanteman jakarta bal pikir pilih bagus rute bal jakarta bal ambil jalan sederhana dorong dorong jadi alam kruk tua suka desa terobos
4,positive,lumayan suka suka garuda makan free sayang fasilitas tv update filmfilm garuda indonesia update film tv
5,positive,terbang balijogjakarta enam minggu temu temanteman main golf murah bal utama rute temu sepakat baik nilai layan tambah terbang baik rekomendasi tahan bagus staff plus senyum
4,positive,terbang pulang pergi jakarta denpasar sejarah rekanrekan indonesia terbang tulis huruf kapital tanggap terbang kemas sh te alami lambat terbang tabrak pikir kejut darat selamat terbang bagus satusatunya terbang murah mewah layan benarbenar buruk layan pikir kejut budaya indonesia transportasi aneh aneh tuju selamat ragu terbang mes hatihati mes opsi murah
4,positive,jalan idul fitri musim puncak pikir lambat tunda terbang
4,positive,alam delay tuju pkujkt berkalikali jujur alami delay terbang pkubatam harga tiket pkubatam sangatsangat sahabat
4,positive,mes promosi harga tiket nilai uang awak kabin ramah antusias kabin bersih tumpang muat tas gratis berat gratis makan ringan
4,positive,milik terbang denpasar lombok staf bandara cepat sabar persis atur berat bagasi checkin boleh
4,positive,milik jalan negeri untung beda alami traveling domestik delay crewnya ramah bantu indonesia selamat
4,positive,terbang bthpnkbdo berangkat batam sore bandun malam terbang kru ramah layan bagasi cepat sayang tumpang taat atur nyala hp landing
4,positive,tau reting terbang terbang ubah ac tepat lainlain tumpang baca ulas please banget makan pop mi dalem lho duduk belakang aroma pusing kepala
4,positive,harga tiket murah terbang makan minum terbang hibur alas video rusak
4,positive,ambil terbang delapan airline sungguh takjub delay serius kenal raja delay ambil terbang pilih terbang murah
5,positive,ambil terbang pergi manado libur libur kejut telepon boarding berangkat proses darat shock cuaca bagus maju tahan terima kasih singa
4,positive,ambil terbang tanggal mei alam terbang ambil cgksin
4,positive,kejar flight pagi yogyakarta balikpapan urus kerja sedia flight murah flight terbang telat
4,positive,gendong bayi jarak jakarta denpasar terbang takut dengar berita buruk terbang reputasi buruk kenal orangbaik senang konter check in tugas ramah membantulalu pramugari layan perhati copilot pramugari lakilaki sambut ramah sopan bal benarbenar pisah jalan buruk take off landingnya mulus duduk lebar nyaman tumpang gendong bayi dapat pergi dengan alam alami
5,positive,airbus terbang jakarta terbang benarbenar senang baris milik tv mana tani jalan roti minum tumpang they are cool
4,positive,jalan pulang libur yogyakarta jakarta so far terbang oke delay pramugari ramah beda notabanenya induk usaha
4,positive,nyaman terbang delay senang
4,positive,periode milik harga murah alam checkin boarding berkat checkin online antri boarding pass kes kerja moga
5,positive,rekomendasi keluarga sahabat terbang bukti aman
4,positive,pulang hadir event asus zenvolution bal bikin excited alam balingbaling sih jenis aman duduk balingbaling dengar suara baling putar alam unik sayang delay pulang malang molor
4,positive,singapura kecewa kamar mandi jorok makan basi kemaren denpasar bagus delay sebentar padat kursi rusak tv kue lumayan sayang sendok pizza leleh
4,positive,pergi bal budget batas penuh budget terang ragu kabar buruk tanggal berangkat temu ramai konter check in antri butuh menit check in sisa jalan berangkat sesuai jadwal datang anggota kru bantu rekomendasi
4,positive,dengar review buruk sempat coba servis bagus take off sesuai jadwal cuaca buruk lambat landing pilot piawai atas force majeur tumpang lega landing kondisi nyaman bersih jaga
4,positive,kesan berangkat in flight services ok agam kualitas menu makan minum tawar harga relatif murah banding kelas bisnis airline pilih
5,positive,jatuh cinta manja tv duduk pilih jenis film suka tumpang pergi
5,positive,terbang satu terbang malam batam jambi tiket murah ribu via traveloka checkin web berangkat syukur seat baris seat pilih web seat no terbang malam on time frequent flyer almost every friday take off landingnya smooth keluh bagus delaynya reasonable
4,positive,rekomendasi teman sahabat keluarga jasa terbang
5,positive,percaya takut terbang takut lambat kemarin sekian kemarin meja checkin turun bagasi delay lepas landas sempurna darat sempurna bagus percaya
4,positive,senang luas pilih film sayang headphone bawa airline sedia snack terbang
4,positive,senang pergi mudah mes harga bagus cepat layan bagus usaha tolong tumpang pramugrari profesionalkarena tamu marah delay senyum tenang kurang delay jalan aman
4,positive,pergi denpasar jakarta tinggal tinggal murni salah sopan cuaca gabung terbang salah staf checkin rujuk layan langgan periksa sedia kursi kursi uang bayar baikbaik pergi ambil uang tunai atm selesai bayar gadis layan langgan bayar tiket boarding pass jujur kejut milik reputasi buruk layan malam ubah pikir terima kasih layan
4,positive,pilih terbang banding terminal nyaman cepat jadwal terbang tentu terbang subuh jarak kursi banding nyaman harga saing
5,positive,ekonomi business class ulas layan business class siang check in airport halim perdanakusuma crowded counter business class tumpang antri aneh counter business class airlines sepi tumpang ekonomi counter tugas bandara layan lounge tumpang wheel chair batas airport susah tumpang wheelchair layan tv layar lebar banding nasional pilih entertainment oke saji menu perlu sesuai menu sandwich pilih bayar biaya airlines kursi ekonomi kursi business class business class suggest checkbanding harga ekonomi business class beli ticket
4,positive,berkalikali overall layan perna delay gate ubah sesuai tiket boarding pas kadang jalan gate ubah tunggu gate sesuai boarding pas kali jalan subcgksub tv audio hibur jalan beda swasta hibur kesini snak kurang layan so far so good
4,positive,terbang periode sibuk loy krathong terbang bandara sibuk
5,positive,suka terbang harga mahal kualitas layan bagus tv pesawat anak senang siar gamenya maju yah tingkat kualitas
4,positive,suka tarif bagasi makan gratis lewat kecuali benarbenar lapar layan standar tarif rendah khas kondisi terbang tingkat salah terbang domestik mudah terbang domestik indonesia
4,positive,baca komentar negatif ragu terbang terbang thai udon thani bangkok senang
5,positive,baca ulas negatif mes terbang terbang jalan hari bal surabaya leg lepas landas hambat terbang alami delay terbang delay makan tumpang ketidaknyamanan maaf lampau lampau rekomendasi terbang
5,positive,dengar tanggap buruk terbang usaha wings bal denpasar sempurna bersih barang ramah delay terbang mes terbang bal lombok harga dolar harap layan pilih mahal rekomendasi
4,positive,terbang kadangkadang kacau ruang kaki layan onboard efisien keliling pulau indonesia terusmenerus luas daftar tuju anak usaha wings cakup wilayah luas indonesia tempattempat pencil terkadang satusatunya terbang jalan terbang mahal jalan feri pelni terbang tuju utama cenderung penuh baris mahal seringkali kosong tempat kursi lorong baris pintu awak kabin tingkat alam cenderung lakilaki indonesia barat potensi milik kaki duduk baris pintu banyak jalan singkat henti jalan mis terbang ambon terbang surabaya makassar ambon lompat terbang jakarta gantung tuju tuju manado ambon jayapura nyaman alih terbang garuda jalan tunggu gerbang berhatihatilah bandara indonesia milik sistem umum otomatis panggil terbang bahasa indonesia inggris hasil terkadang temu terbang buruk pergi gerbang ubah menit ubah seringkali cantum monitor bandara desa darat bahasa inggris bekal kalimat guna bahasa indonesia jatah bagasi normal wings website beli lebih bagasi murah bandara siap kena biaya rp rp wings lebih bagasi ban indonesia checkin enam kotak gratis mesan situs web fungsi milik kartu kredit indonesia tiketcom nusatripcom mesan milik terima kartu as eropa harga
4,positive,terbang bengkulu enam tahun anggar embelembel terbang baikbaik jalan kursi bagus pramugari jalan alami lambat tinggal bengkulu sedia makan tumpang kembali uang rp tiket bayang benarbenar terburuburu pergi jakarta delay ganggu
4,positive,terbang mei surabaya tuju banjarmasin mana prasangka buruk delay terbang komplain delay check tandatanda delay terbang ontime sungguh baik pulang banjar surabaya terbang ontime baik maju
4,positive,terbang buruk pergi bandara mes tiket berangkat harga tampil online terbang mes online hebat proses mudah staf ramah murah pergi rekomendasi
5,positive,terbang tanggal desember pangkalpinang pgk jakarta cgk layan cuaca pilot tangan darat selamat jempol singa layan
4,positive,terbang terbang pagi delay kenal banyak delay boarding menit jadwal terbang take off meleset menit jadwal berangkat darat denpasar tingkat juni harga terbang baik indonesia harga murah asia pilih berangkat bagasi gratis fasilitas makan jual kapal idr minum idr makan rekomendasi lancong anggar rendah
4,positive,terbang kemarin lambat syukur layar tv layan film mati layar film ganti filmfilm ganti makan kadangkala kadangkala pilih tepat harga murah garuda saran tingkat konsistensi layan janji layan premium wujud sukses
4,positive,terbang bal jogjakarta temu jadwal layan baik lokal biaya sembunyi lengkap bagasi gratis layan
5,positive,kejut terbang airbus alam senang suka milik kursi darurat konter periksa anggar favorit
5,positive,kes standar layan banding anggar senang situs web sistem mesan coba biaya sembunyi fakta bagasi pikir awat ruang kaki bagus terbang
4,positive,paksa beli tiket terbang denpasar bandung urus dadak dapat harga murah murah terbang cocok malam dps panggil boarding taxiing take off darat bdo estimasi bilang delay senang pklog inibpertama
4,positive,bayar tiket elektronik kartu sewa taksi
4,positive,sdh takut delay ngga mantap terbang mulus moga tingkat kerja
5,positive,seatnya nyaman ruang kaki luas tipe kaki lumayan selonjor dikiiiit tidur jalan huehe
4,positive,pergi rute jakarta lionpura cari ekonomis keluar pribadi coba pilih rute harga murah bagasi biaya sembunyi navigasi mesan online turun terminal proses imigrasi bea cukai jakarta tangan terbang banding moga ubah
4,positive,terbang lowbat budget kunjung makassar solo rekomendasi terbang murah
4,positive,pilot lompat pulang as thailand perhati operasi ganggu jengkel terusmenerus operator diskon as asia kejut terbang boeing airbus langka asia pandang pilot teknik suka boeing pribadi pilih kes ganggu harga congkel diskon kursi buruk kosong checkin online bayar kursi layak komputer program tipu
4,positive,perlu jalan pilih utama ikat atur lowest logical fare usaha sempat jakarta batam pilih terbang malam wib terbang malam last flight hindar alami delay delay akibat akumulasi lambat terbang duga meleset tunggu boarding room pemberitahuan terbang jadwal berangkat wowsaya happy banget banding nasib tumpang duduk depan duduk tunggu terbang alami delay group puas tepat harga tawar saing banding terbang tuju batam jakarta kurang dasar dapat pramugari ramah terbang ramah beda tipis biaya rendah groupnya
5,positive,mesan ubah grup fasilitas kejut snack roti minum lumayan snack kursi tumpang bagus
4,positive,terima kasih satusatunya buka rute bandung lombok direct no transit jadwal hari buka rute tahan kurang seringkali dengar alhamdulillah nyaman kadang delay moga layan tingkat
4,positive,bikin gr duluan transit bal suma sebentar lumayan gpp sih berangkantnya bal brunch
4,positive,aku indonesia milik reputasi buruk otoritas eropa larang wilayah udara eropa salut hormat kagum industri terbang indonesia balik baik salah terbang reputasi bagus tua catat awat ragu delay andal sakit tumbuh salah grup terbang dominan indonesia asia tenggara hadir kembang hilang uang jumat januari wib berangkat soekarnohatta kuala lumpur jadwal malam teman terbang main golf bogor butuh menit bandara antisipasi hitung macet jumat malam bingung atas kontak konter check in milik tas golf checkin stres lebih tunjang berat staf keren efisien proses checkin tenang saraf bayar biaya lebih bagasi biaya checkin tas golf poin plus utama banding asia asia tagih checkin tas golf harga tiket rang signifikan hitung biaya bagasi terima harga tiket asia kena biaya tambah checkin alat olahraga any airline harap asia jenis boeing er kapasitas tumpang kelas semuaekonomi terbang benarbenar penuh kursi kosong kuala lumpurjakarta cepat rute londonparis timur ambil alih rute kuala lumpur lionpura ekonomi indonesia tingkat pesat prosedur kru berangkat satusatunya ganggu ruang kaki sempit biasa nyaman terbang percik mes makan muka tidur awak kabin bantu bantu simpan tas kepala tumpang usia distribusi sanasini hindar dehidrasi salah terbang regional milik er armada angkat topi milik putus kerja keras boeing versi touch down pilot eksekusi jamjam latih acuh acuh hei benarbenar kejut kes aplikasi mesan iphone mudah urut checkin terbang depesawat selamat rekomendasi rekan teman
4,positive,benar kasih info terbang batam dumai wingsdari batam kota dumai terbang via pekan jalan darat via trael kendara pribadi makan pekan dumai jamnamun batam dumai harga tiket ulur tarik batampku terobos yng bagus cepat jalan tuju kota dumai kota kota pintas transit kota tuju medan aceh dllpenerbangan batam dumai terbang wings kapasitas an tumpang selamat coba
5,positive,numpang terbang nunggang kapal terbang maksudanya kapal terbang kelas ekonomi lebih samping pramugari cantik cantik ramamah ramah sopan harga jangkau rakyat
4,positive,nikmat terbang milik terbang bagus tjq cgk cgk dps delay pikir tingkat layan awak sopan bantu tahan tingkat
5,positive,jarang milih khawatir saudara tua delay bermasalahhehehe kemarin tiketcom hargany murah proses boarding nyaman terbang
4,positive,terbang sederhana layan efisien kursi layak saji wafer jalan
5,positive,tingkat tepat take off tingkat layan fasilitas inflight entertaiment moga keras tahan on line check in access
4,positive,nyaman fasilitas layan staf tumpang meal paket check in rapi cepat trouble salah rute management lambat ambil putus kes lempar baik management hadap komplain langgan staf suka
4,positive,selimut monitor lcd mgkin sdg baik etc
4,positive,bagus biaya rendah kabin ramah luas biaya rendah eropa awak kabin ramah jalur pendek makan kelas ekonomi lambat indonesia aman operasi terbang nasional padat nikmat pergi kecuali kadangkadang delys sempat jalan adik airlines
5,positive,second time batikair tuju jakarta pekanbaru kursi nyaman sandar kaki luas makan minum puas layan crew bantu
4,positive,delay berangkat delay bayar nyaman dalam selesai salah lapor sifat urgent trip pendek suguh snack minum
4,positive,cerita teman teman suka traveling enatah baik kenal delay kemarin pulang pergi alhamdulillah jadwal terbang on time kru sahabat ramah tumpang nilai jasa transportasi so ragu harga tiket kompetitif moga baik tingkat puas nyaman tumpang
4,positive,alam terbang keluh aju tumpang delay tv untung alam buruk suka armada terkadang jadwal harga banding biaya rendah pramugari muda cantik hibur terbang kecuali majalah
4,positive,jujur milik alam buruk datang delay berangkat menit milik rute destinasi indonesia harga tiket kompetitif banding terbang tengah rendah kru ramah rekomendasi pilih unjung destinasi indonesia budget airline
4,positive,dengar terbang delay terbang laku beberapabulan beda jadwal
4,positive,jalan perhati terbang jalan sesuai jadwal boarding take off landing terbang on time schedule penting selamat harap benah kecewa tumpang terima kasih
5,positive,senang terbang berangkat sesuai jadwal in flight wifi crew ramah covid kadang schedule ubah mangkas jadwal moga kwalitas layan
4,positive,degdegan dengar info delay layan tiket lanjur pes bulan berangkat delay kursi sempit
4,positive,delay batam karna kabut asap merukapan jalan senang sayasesuai rencana transit balikpapan ganti manado delay batam manado take offalhasil kami inap balikpapanpengalaman thnks airwalaupun delay terbang aman indonesia coba banding rasio terbang resiko celaka
4,positive,raguragu pilih terbang berkalikali delaynamun terbang surabaya jambi transit jakarta jalan on time layan sbh jakarta fasilitas garbarata posisi gate tunggu tentu tumpang jalan turun tangga parkir parah jakarta bus menganggu tunggu terbang mulaia terbang menit menit kondisi dalam panas nyaman alam temu low cost lepas landas ac dingin
4,positive,armada cocok terbang suka megazine terbang sayang milik pilih makan terbang lewat daftar menu terbang
5,positive,bicara buruk amanblabla ambil pilih kejut bagasi murah staf kapal ramah
4,positive,jalan sesuai rencana mudah checkin kritik checkin online cetak boarding pass libur darat kejut ulas gratis
5,positive,puas proses check in pramugari ramah hibur lengkap pilih makan terbang jakarta
4,positive,senang bagus snack layan ramah harga mahal layan mahal salut management hadir kelas tengah harga ekonomis
4,positive,jadwal on time layan saran terbang durasi pendek snack minum kemas wadah snack box paper bag full service
4,positive,banyak indonesia gemar delay salah buruk khawatir ambil terbang jarang delay terbang aceh sungguh istimewa darat terbang sabang pulau weh saran ambil kursi jendela baris kiri siap kamera ambil putar sisi kiri hadap pulau sabang indah laut jernih ambil gambar sayang telat
4,positive,alam buruk lapor tumpang delay celaka hindar terbang sempat pilih berangkat tempuh minggu september terbang bertahuntahun hindar aneh jalan lancar berangkat persis jadwal boeing er darat mulus salah alami landing mulus terbang baca artikel majalah informasi tingkat tepat berangkat signifikan yah moga tanda tindak terima keluh alami jadi malang
4,positive,ingat ancam cabut rute terbang benah terbang tahan prestasi
4,positive,baca ulas horor kejut jalan lancar checkin cepat mudah tarik tumpang jalan kaki staf awas aman jarak pendek staf bersih aman ubah layan armada terbang
4,positive,baca ulas buruk benarbenar takut terbang harap delay staf ramah jalan pesawat goyah darat senang rekomendasi terbang harga murah
4,positive,ubah nasib guna harap rendah checkin online checkin senang mudah kejut penuh butuh selesai delay batas terima terbang baikbaik hambat ukur cm nyaman duduk batas bayang dekat yogya diberitahu macet bandara berputarputar satusatunya lemah temu kait sebab kondisi bandara darat kelas barang bawa terima cepat berangkat taksi hotel pusat kota benar terbang hambat
5,positive,unjung bromo exotica bromo lampung transit cengkareng bandara internasional soekarno hatta terbang jt malang sesuai jadwal sesuai jadwal ruang lutut duduk terbang murah malang jakarta awak hangat disiasiakan darat terbang belas menit bagus juli
5,positive,sekian dengar naek kesan oke ontime crew cabinnya ramah ramah helpful kalo terbang pakai alam
4,positive,sekian barusan garbarata lumayan on time tuju telat
4,positive,terbang yogya jakarta tahu tiket yogya banding kota prefer duduk nyaman
4,positive,libur santai pesan flight harga sahabat delay walapun murah
4,positive,jalan kecuali daerah pencil pilih pasrah terbang manado jakarta fully booked cobacoba indikator banding si layan bagus meals kru ramah terbang enjoy anakanak seru games sedia jalan sayang earphonehead set monitor kursi sedia beli rb interior dominasi warna merah fresh semarak jalan duduk nyaman nyaman sebut atas cobacoba jatuh cinta benerbenar worth terbang
4,positive,terbangke jakarta jogja jakarta bandara soekarno hatta sabtu pagi bilang lancar
5,positive,pergi papua layan bagus
4,positive,solo tetap hubuntuk tuju jawa jawa amazing medan transit jakarta lagiapalagi tuju surabaya denpasar lombok pontianak ujungpandang moga layan ditingkatkancongrats
4,positive,makassar surabaya ampun delaynya alhamdulillah cenderung lombok surabaya pilih jam harga mepetmepet lumayan jangkau bawa anak pilih kursi tambah budget
4,positive,fasilitas berangkat jogjapalembang salah pilih pergi krn bbrp rute plgjogja jogjaplg
4,positive,tugas kantor audit samarinda kalimantan timur terbang pagi murah pernak delay flight pagi bom kontaminasi
4,positive,terbang denpasar waingapu sumba timur delay
4,positive,aneh alami lambat pakai terbang banjarmasin jakarta tanggal januari puas tumpang isi terbang berangkat tiba sesuai jadwal
4,positive,group berani ulas check in boarding rasa hangat senyum nyaman bantu cabin crew ramah klas ekonomi serasa bisnis class saji in flight entertainmentnya hibur usir jenuh jalan acung jempol makan saji majalah update terbang tarik suguh informasi wisata saran koleksi lagu tambah jalan senang cuplik ratus film daerah tuju wisata indonesia good job
5,positive,ndak trauma singa terbang delaynya super duper banget terbang tibatiba cancel sampaisampai terbang bandung alih jakarta gila banget adik nikah beda terbang ontime pas banget jadwal schedule initinya terbang super duper nyaman tidur tibatiba bangun dengar umum pramugari sebentar landing bandara husaen terima kasih terima kasih crew
4,positive,aneh lambat boarding buruk antri darat lombok alam bagus lengkap darat super mulus lop
4,positive,keren on time counter check in buka mudah coustomer lapor
4,positive,terbang bff gold bosan kursi lega in flight entertainment makan minum landing mulus terima kasih
5,positive,ken cari murah phpin medanjkt rute nasi jadi alhamdulillah ganjal perut hehehe pas jogja yogyakarta ambil terbang malam harap kasi makan nasi hahaha alhamdulillah kasi makan nasi bong roti aqua analisa makan nasi jalan situ roti bagibagi nasi cemilan sosis jenis gudang beras segel
5,positive,tarif akal rawat jalan cepat cepat pilih makan beli staf ramah bantu anak tinggal telepon temu jalan mini libur ambil darat interpretasi bahasa
4,positive,duduk nyaman ruang kaki luas sayang pasang tv layan
5,positive,cepat menit boarding saat alami delay on time tunggu tumpang berangkat
4,positive,pesawat goyanggoyang layan televisi tonton film
4,positive,darat jakarta hujan deras lambat darat terbang nonton film
4,positive,walapun terbang sore bersih standar sempat duduk kursi jadi nyaman leluasa pilot ko pilot asing unik pilot dpt berbhs indonesia gayanyajadi asyik pilot announce cuaca buruk nail goyang goyang jadi tumpang tenang
4,positive,sedia lounge terminal makan minim handuk hangat minum kopiteh kasih makan cangkir miniatur headset gratis pinjam film cenderung kualitas suara musik putus putus
4,positive,terbang batikair sungguh kesan ontime cabin crew ramah murah senyum bantu butuh tumpang makan sedia pesawat minum mineral teh kopi tingkat layan depan tambah item minum jus soda
